"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Male",30,1,15,1,"< 1 Year","No",30434,152,219,0
"Female",41,1,21,0,"1-2 Year","Yes",40748,26,79,1
"Male",41,1,8,0,"1-2 Year","Yes",33569,26,275,0
"Female",69,1,33,1,"1-2 Year","No",45081,124,24,0
"Male",42,1,8,0,"1-2 Year","Yes",47101,152,113,1
"Female",68,1,8,1,"1-2 Year","No",55674,7,75,0
"Female",24,1,32,1,"< 1 Year","Yes",28648,152,80,0
"Female",21,1,28,1,"< 1 Year","No",34651,160,219,0
"Male",24,1,13,0,"< 1 Year","Yes",23531,152,245,0
"Male",24,1,8,1,"< 1 Year","No",56828,152,66,0
"Female",24,1,5,0,"< 1 Year","Yes",29358,152,91,1
"Female",78,1,28,0,"1-2 Year","Yes",63103,122,100,1
"Male",40,1,18,0,"1-2 Year","Yes",27112,131,239,1
"Female",23,1,39,0,"< 1 Year","Yes",43021,154,185,0
"Male",25,1,41,0,"< 1 Year","No",45278,152,170,1
"Female",38,1,28,0,"1-2 Year","Yes",38050,26,71,1
"Female",32,1,35,1,"< 1 Year","No",25471,152,249,0
"Male",37,1,28,0,"1-2 Year","Yes",47842,26,110,1
"Female",70,1,28,0,"1-2 Year","Yes",33644,26,201,1
"Male",49,1,19,0,"1-2 Year","Yes",39421,124,277,1
"Female",24,1,29,1,"< 1 Year","No",36099,152,224,0
"Male",48,1,28,1,"1-2 Year","No",27325,60,283,0
"Male",27,1,29,0,"< 1 Year","Yes",33629,152,141,1
"Male",53,1,28,0,"> 2 Years","Yes",49228,26,166,1
"Male",30,1,41,0,"1-2 Year","Yes",22791,157,78,1
"Male",24,1,3,1,"< 1 Year","No",27009,152,163,0
"Female",60,1,50,1,"1-2 Year","No",44169,18,117,0
"Female",22,1,8,1,"< 1 Year","No",29352,152,129,0
"Male",47,1,48,0,"1-2 Year","Yes",2630,157,110,0
"Male",34,1,46,0,"1-2 Year","Yes",40126,26,190,0
"Female",23,1,29,1,"< 1 Year","No",2630,151,234,0
"Female",22,1,46,0,"< 1 Year","Yes",49695,152,76,0
"Male",38,1,3,0,"1-2 Year","Yes",24519,124,224,1
"Male",21,1,17,1,"< 1 Year","No",32676,160,178,0
"Male",36,1,28,0,"1-2 Year","Yes",45056,122,267,1
"Male",50,1,50,0,"> 2 Years","Yes",36773,17,58,0
"Male",25,1,28,0,"< 1 Year","Yes",36095,152,217,1
"Male",42,1,28,0,"1-2 Year","Yes",40557,124,39,0
"Female",23,1,2,0,"< 1 Year","Yes",25272,152,188,1
"Female",27,1,30,1,"< 1 Year","Yes",35574,124,122,0
"Male",46,1,15,0,"1-2 Year","Yes",48590,26,267,1
"Male",39,1,28,0,"1-2 Year","Yes",33690,14,217,1
"Male",55,1,21,0,"1-2 Year","Yes",26406,124,170,1
"Male",51,1,28,0,"1-2 Year","Yes",29525,26,134,1
"Male",22,1,46,1,"< 1 Year","No",44859,26,210,0
"Female",25,1,28,0,"< 1 Year","Yes",44902,152,35,0
"Male",50,1,28,0,"1-2 Year","Yes",74340,26,245,1
"Male",45,1,28,1,"1-2 Year","No",45250,122,192,0
"Female",35,1,28,0,"1-2 Year","Yes",49455,124,63,1
"Male",23,1,21,1,"< 1 Year","No",26935,152,226,0
"Male",51,1,28,0,"1-2 Year","Yes",27383,122,82,1
"Male",26,1,28,1,"< 1 Year","No",51146,152,69,0
"Female",40,1,29,0,"1-2 Year","Yes",48102,26,203,1
"Male",29,1,28,0,"1-2 Year","Yes",45394,13,116,1
"Male",78,1,28,1,"1-2 Year","No",66547,26,39,0
"Male",21,1,18,1,"< 1 Year","No",2630,160,232,0
"Female",24,1,14,0,"< 1 Year","Yes",2630,152,263,0
"Female",43,1,48,1,"1-2 Year","No",2630,15,260,0
"Male",23,1,31,1,"< 1 Year","No",2630,152,213,0
"Female",45,1,28,1,"1-2 Year","No",38636,29,297,0
"Female",23,1,6,1,"< 1 Year","No",22409,152,61,0
"Female",48,1,8,0,"1-2 Year","Yes",46615,26,205,0
"Male",60,1,39,0,"1-2 Year","Yes",2630,26,288,0
"Female",30,1,30,0,"< 1 Year","Yes",34211,152,225,1
"Male",46,1,8,0,"> 2 Years","Yes",40646,26,231,1
"Male",67,1,28,0,"1-2 Year","Yes",28616,124,141,1
"Female",60,1,28,0,"1-2 Year","Yes",33649,26,197,0
"Female",36,1,35,0,"1-2 Year","Yes",30788,152,149,1
"Male",47,1,28,0,"1-2 Year","Yes",41728,26,182,1
"Male",35,1,48,0,"1-2 Year","Yes",2630,124,151,1
"Female",22,1,28,0,"< 1 Year","Yes",50766,152,76,1
"Male",22,1,28,1,"< 1 Year","No",48677,152,124,0
"Male",46,1,24,0,"1-2 Year","Yes",33961,124,221,1
"Male",27,1,28,0,"< 1 Year","Yes",71651,163,253,1
"Male",37,1,28,0,"1-2 Year","Yes",38744,26,264,0
"Female",51,1,11,0,"1-2 Year","Yes",17491,120,132,1
"Male",21,1,36,1,"< 1 Year","No",2630,152,250,0
"Female",49,1,28,0,"1-2 Year","Yes",32112,36,187,1
"Male",49,1,28,0,"1-2 Year","Yes",36838,9,36,1
"Female",22,1,47,1,"< 1 Year","No",21417,152,186,0
"Male",43,1,21,0,"1-2 Year","Yes",2630,124,121,1
"Female",21,1,45,0,"< 1 Year","No",31935,152,131,0
"Female",35,1,28,1,"1-2 Year","No",27503,125,98,0
"Female",31,1,28,0,"1-2 Year","Yes",2630,26,69,0
"Female",29,1,26,1,"< 1 Year","No",37103,152,162,0
"Female",41,1,39,0,"1-2 Year","Yes",2630,122,244,1
"Male",26,1,6,1,"< 1 Year","No",17690,152,138,0
"Male",76,1,41,0,"1-2 Year","Yes",30641,26,234,0
"Male",47,1,8,0,"1-2 Year","Yes",46174,26,192,1
"Male",22,1,34,0,"< 1 Year","Yes",31387,152,174,1
"Male",29,1,28,0,"1-2 Year","Yes",48214,30,65,1
"Male",28,1,28,0,"< 1 Year","Yes",79273,152,253,0
"Female",25,1,6,1,"< 1 Year","No",35226,152,62,0
"Male",44,1,28,0,"1-2 Year","Yes",2630,26,44,1
"Female",40,1,16,1,"1-2 Year","No",30795,152,21,0
"Female",46,1,28,0,"1-2 Year","Yes",65196,124,270,1
"Female",22,1,15,1,"< 1 Year","No",28274,152,146,0
"Male",45,1,8,0,"1-2 Year","Yes",32641,124,174,1
"Female",41,1,4,0,"1-2 Year","Yes",33911,26,274,1
"Female",23,1,8,1,"< 1 Year","No",37586,152,102,0
"Male",34,1,23,0,"1-2 Year","Yes",2630,156,74,1
"Male",64,1,36,1,"1-2 Year","No",28904,26,108,0
"Female",26,1,28,0,"< 1 Year","Yes",52907,26,87,0
"Male",67,1,28,0,"1-2 Year","Yes",27688,26,211,1
"Male",24,1,18,1,"< 1 Year","No",29169,152,127,0
"Male",55,1,8,0,"1-2 Year","Yes",51260,26,160,1
"Male",44,1,41,0,"1-2 Year","Yes",58960,12,13,0
"Male",24,1,15,0,"< 1 Year","Yes",29333,152,268,0
"Female",71,1,28,0,"> 2 Years","Yes",36050,26,96,0
"Female",26,1,46,0,"< 1 Year","Yes",23422,160,152,0
"Female",21,1,3,1,"< 1 Year","No",34932,152,73,0
"Female",35,1,10,0,"1-2 Year","Yes",24668,124,92,1
"Female",32,1,3,0,"1-2 Year","Yes",2630,157,87,1
"Female",22,1,25,1,"< 1 Year","No",27444,152,174,0
"Male",63,1,28,0,"> 2 Years","Yes",52227,124,295,1
"Female",21,1,9,0,"< 1 Year","Yes",33092,152,272,1
"Male",43,1,45,0,"1-2 Year","Yes",32096,44,228,1
"Female",60,1,28,1,"1-2 Year","No",39627,37,153,0
"Male",39,1,43,0,"1-2 Year","Yes",162733,157,120,1
"Female",47,1,28,0,"1-2 Year","Yes",23073,26,225,1
"Male",42,1,3,0,"1-2 Year","Yes",22263,124,250,1
"Female",37,1,28,0,"1-2 Year","Yes",33865,124,58,1
"Female",25,1,8,1,"< 1 Year","No",36532,152,130,0
"Male",59,1,28,0,"> 2 Years","Yes",53718,26,235,0
"Male",44,1,40,0,"1-2 Year","Yes",28620,154,165,0
"Female",26,1,41,0,"< 1 Year","Yes",2630,160,200,1
"Female",31,1,29,0,"< 1 Year","Yes",31649,26,290,1
"Male",31,1,15,0,"< 1 Year","Yes",37432,26,274,1
"Female",21,1,35,1,"< 1 Year","No",35409,160,287,0
"Male",78,1,28,0,"1-2 Year","Yes",33150,26,230,0
"Male",21,1,21,0,"< 1 Year","Yes",2630,160,292,0
"Male",79,1,47,1,"1-2 Year","No",40950,26,207,0
"Female",30,1,3,0,"1-2 Year","Yes",2630,157,208,1
"Male",53,1,20,0,"1-2 Year","Yes",2630,26,209,1
"Male",43,1,24,0,"1-2 Year","Yes",30665,154,237,1
"Female",36,1,46,0,"1-2 Year","Yes",23970,26,90,1
"Female",74,0,28,0,"1-2 Year","Yes",45950,61,84,0
"Male",39,1,33,0,"1-2 Year","Yes",2630,26,188,1
"Female",21,1,35,1,"< 1 Year","No",21693,160,81,0
"Male",45,1,43,1,"1-2 Year","No",2630,26,135,0
"Female",48,1,46,0,"1-2 Year","Yes",2630,26,143,1
"Male",42,1,11,0,"1-2 Year","Yes",2630,156,24,0
"Female",44,1,35,0,"1-2 Year","Yes",2630,26,120,1
"Male",54,1,6,0,"1-2 Year","Yes",34462,124,147,0
"Male",57,1,28,0,"1-2 Year","Yes",27209,60,168,1
"Male",35,1,37,1,"1-2 Year","No",20645,152,298,0
"Male",25,1,28,1,"< 1 Year","No",35327,152,186,0
"Male",23,1,36,0,"< 1 Year","No",27540,152,106,1
"Male",35,1,30,0,"1-2 Year","Yes",20586,26,84,1
"Female",47,1,4,1,"1-2 Year","No",2630,124,244,0
"Male",41,1,37,0,"1-2 Year","Yes",23190,156,185,1
"Male",21,1,46,0,"< 1 Year","Yes",40735,152,262,1
"Male",63,1,8,0,"1-2 Year","Yes",2630,26,270,0
"Female",43,1,28,0,"1-2 Year","Yes",50674,124,254,1
"Female",21,1,3,1,"< 1 Year","No",24612,152,233,0
"Male",41,1,15,0,"1-2 Year","Yes",32264,124,289,1
"Male",25,1,30,1,"< 1 Year","Yes",25102,152,218,0
"Male",53,1,12,0,"1-2 Year","Yes",31102,122,216,0
"Male",54,1,18,0,"1-2 Year","Yes",2630,124,249,1
"Female",64,1,28,0,"1-2 Year","Yes",63049,26,49,0
"Male",22,1,7,0,"< 1 Year","Yes",39223,152,18,0
"Male",43,1,28,1,"1-2 Year","No",50925,26,195,0
"Male",70,1,28,0,"1-2 Year","Yes",2630,156,164,0
"Male",37,1,9,0,"1-2 Year","Yes",23963,124,36,0
"Female",57,1,28,0,"1-2 Year","Yes",44130,163,132,0
"Male",77,1,28,1,"1-2 Year","No",43898,122,221,0
"Female",54,1,28,0,"1-2 Year","Yes",41950,26,82,1
"Male",48,1,8,0,"> 2 Years","Yes",43587,26,120,1
"Male",36,1,28,0,"1-2 Year","Yes",2630,156,16,1
"Female",58,1,28,0,"1-2 Year","No",40585,26,77,0
"Female",27,1,50,1,"< 1 Year","No",32512,152,216,0
"Female",38,1,28,0,"1-2 Year","Yes",38921,155,124,1
"Male",53,1,9,0,"1-2 Year","Yes",45614,26,293,1
"Female",34,1,3,1,"1-2 Year","No",40799,124,95,0
"Male",46,1,28,0,"1-2 Year","Yes",41470,26,218,1
"Male",52,1,15,0,"1-2 Year","Yes",32099,29,25,1
"Male",21,1,45,0,"< 1 Year","Yes",24398,160,200,1
"Female",27,1,47,1,"< 1 Year","No",21426,152,83,0
"Male",24,1,50,1,"< 1 Year","No",42011,152,230,0
"Male",33,1,28,0,"< 1 Year","Yes",51964,124,110,1
"Male",33,1,30,0,"< 1 Year","Yes",2630,124,234,1
"Male",34,1,23,0,"1-2 Year","Yes",2630,157,227,1
"Male",46,1,29,0,"1-2 Year","Yes",44638,26,179,1
"Female",45,1,41,0,"1-2 Year","Yes",35066,26,60,1
"Male",45,1,18,0,"1-2 Year","Yes",35641,124,181,0
"Male",77,1,28,0,"1-2 Year","Yes",60266,26,97,1
"Female",22,1,8,0,"< 1 Year","Yes",45601,152,193,0
"Male",57,1,4,0,"1-2 Year","Yes",38942,124,90,1
"Male",40,1,46,0,"1-2 Year","Yes",26480,152,229,1
"Male",52,1,48,0,"1-2 Year","Yes",2630,156,158,0
"Female",75,1,36,0,"1-2 Year","Yes",2630,26,184,1
"Male",52,1,28,0,"> 2 Years","Yes",54177,26,204,1
"Male",43,1,3,0,"1-2 Year","Yes",16129,124,187,1
"Male",46,1,8,1,"1-2 Year","No",2630,124,283,0
"Male",49,1,28,0,"1-2 Year","Yes",39263,26,249,0
"Male",50,1,28,0,"1-2 Year","No",35978,26,34,1
"Female",52,1,34,0,"1-2 Year","Yes",31441,124,89,0
"Male",61,1,1,0,"> 2 Years","Yes",2630,26,237,1
"Male",41,1,2,0,"1-2 Year","Yes",28306,26,144,1
"Male",30,1,28,1,"< 1 Year","No",26114,152,117,0
"Female",21,1,49,0,"< 1 Year","Yes",2630,160,160,0
"Male",51,1,28,0,"1-2 Year","Yes",32215,124,228,0
"Male",74,1,28,0,"1-2 Year","Yes",45137,52,80,0
"Male",30,1,47,0,"< 1 Year","Yes",29083,124,31,1
"Male",31,1,8,0,"< 1 Year","Yes",35820,124,240,0
"Female",33,1,15,0,"< 1 Year","Yes",35986,124,164,1
"Female",67,1,41,0,"1-2 Year","Yes",31595,26,188,1
"Male",64,1,3,0,"1-2 Year","Yes",35133,26,52,0
"Male",27,1,41,0,"< 1 Year","Yes",28611,152,13,1
"Male",40,1,28,1,"1-2 Year","No",49439,124,241,0
"Male",24,1,7,0,"< 1 Year","Yes",2630,152,114,1
"Male",60,1,28,0,"1-2 Year","Yes",51068,122,100,0
"Female",21,1,2,0,"< 1 Year","Yes",25163,152,277,0
"Male",55,1,28,0,"1-2 Year","Yes",32206,26,231,1
"Male",43,1,28,0,"1-2 Year","Yes",31448,26,208,0
"Female",20,1,2,0,"< 1 Year","Yes",22413,160,264,0
"Female",29,1,46,0,"1-2 Year","Yes",2630,156,147,1
"Male",23,1,8,0,"1-2 Year","Yes",43479,124,138,1
"Female",23,1,8,0,"< 1 Year","Yes",37547,152,148,0
"Male",32,1,15,1,"< 1 Year","No",30943,152,252,0
"Male",33,1,28,0,"1-2 Year","Yes",47730,155,272,1
"Male",40,1,46,0,"1-2 Year","Yes",28015,124,213,1
"Male",29,1,6,1,"< 1 Year","No",33961,152,259,0
"Male",47,1,28,0,"1-2 Year","Yes",36874,26,169,1
"Male",41,1,30,0,"1-2 Year","Yes",2630,124,69,0
"Male",54,1,46,0,"1-2 Year","Yes",2630,163,282,1
"Female",60,1,28,0,"1-2 Year","Yes",38747,124,297,0
"Male",41,1,8,0,"1-2 Year","Yes",29371,124,98,0
"Male",28,1,28,0,"1-2 Year","Yes",53294,154,223,1
"Male",57,1,42,0,"1-2 Year","Yes",28217,4,205,1
"Female",47,1,28,0,"1-2 Year","Yes",40266,26,111,1
"Male",43,1,8,0,"1-2 Year","Yes",38661,154,133,1
"Male",47,1,30,0,"1-2 Year","Yes",22143,26,76,0
"Male",25,1,14,1,"< 1 Year","No",25376,152,130,0
"Female",41,1,28,0,"1-2 Year","Yes",44171,26,172,1
"Male",49,1,41,0,"1-2 Year","Yes",25399,26,194,1
"Female",49,1,28,0,"1-2 Year","Yes",51941,26,74,1
"Male",59,1,15,0,"1-2 Year","Yes",2630,157,140,1
"Male",25,1,15,0,"< 1 Year","No",38914,152,271,0
"Female",41,1,28,0,"1-2 Year","Yes",36008,124,12,1
"Female",37,1,33,0,"1-2 Year","Yes",27263,124,43,0
"Female",33,1,3,0,"1-2 Year","Yes",32083,124,34,1
"Male",37,1,46,0,"1-2 Year","Yes",20032,26,249,1
"Female",50,1,28,0,"> 2 Years","Yes",59144,26,23,1
"Male",46,1,50,0,"1-2 Year","Yes",34647,124,289,0
"Male",31,1,13,0,"< 1 Year","Yes",32445,124,133,1
"Male",58,1,16,0,"1-2 Year","No",32972,152,25,0
"Female",58,1,8,1,"1-2 Year","No",42362,7,156,0
"Male",26,1,10,1,"< 1 Year","No",25646,152,98,0
"Male",29,1,46,0,"< 1 Year","Yes",46518,124,72,1
"Male",66,1,15,0,"1-2 Year","Yes",2630,26,104,1
"Male",45,1,36,0,"1-2 Year","Yes",27317,124,143,1
"Male",22,1,8,1,"< 1 Year","No",34768,152,106,0
"Male",29,1,14,0,"< 1 Year","Yes",26633,152,96,1
"Female",24,1,37,0,"< 1 Year","No",30028,152,141,0
"Female",47,1,28,0,"1-2 Year","Yes",38574,26,24,1
"Male",41,1,28,0,"> 2 Years","Yes",45066,122,22,1
"Female",35,1,10,1,"1-2 Year","No",39777,152,161,0
"Male",54,1,28,0,"1-2 Year","Yes",39650,124,97,0
"Male",23,1,33,0,"< 1 Year","Yes",27669,154,218,0
"Male",26,1,6,0,"< 1 Year","Yes",26273,152,175,1
"Male",24,1,11,1,"< 1 Year","No",26390,152,45,0
"Female",33,1,50,1,"< 1 Year","No",25527,152,92,0
"Female",25,1,28,1,"< 1 Year","No",46981,152,71,0
"Female",64,1,48,0,"> 2 Years","Yes",2630,15,295,1
"Male",57,1,3,1,"1-2 Year","No",2630,26,172,0
"Male",48,1,28,0,"1-2 Year","Yes",39274,124,294,0
"Female",30,1,28,0,"1-2 Year","Yes",43252,26,215,0
"Male",50,1,28,0,"1-2 Year","Yes",60803,26,242,0
"Male",62,1,38,0,"1-2 Year","Yes",33040,26,62,1
"Female",53,1,8,0,"1-2 Year","Yes",27512,152,239,0
"Male",42,1,50,0,"1-2 Year","Yes",32830,124,55,1
"Female",25,1,15,0,"< 1 Year","No",26780,152,95,0
"Female",30,1,28,0,"< 1 Year","Yes",38021,26,212,0
"Male",69,1,35,0,"1-2 Year","Yes",22054,124,231,1
"Female",40,1,8,0,"1-2 Year","Yes",37050,124,166,1
"Female",22,1,50,0,"< 1 Year","Yes",2630,160,176,0
"Female",24,1,14,1,"< 1 Year","No",40029,152,191,0
"Male",22,1,30,1,"< 1 Year","No",27393,160,101,0
"Male",28,1,11,1,"< 1 Year","No",31108,152,60,0
"Male",28,1,38,0,"1-2 Year","Yes",24606,26,131,1
"Male",61,1,28,0,"1-2 Year","Yes",40140,163,254,1
"Male",50,1,36,0,"1-2 Year","Yes",52920,26,141,1
"Male",40,1,28,0,"1-2 Year","Yes",29907,26,51,1
"Male",49,1,39,0,"1-2 Year","Yes",32686,124,78,0
"Male",21,1,16,0,"< 1 Year","Yes",2630,152,84,0
"Female",41,1,28,0,"1-2 Year","Yes",45633,26,223,1
"Female",42,1,46,0,"1-2 Year","No",24304,26,264,1
"Female",48,1,28,0,"1-2 Year","Yes",27331,122,65,1
"Male",44,1,28,0,"1-2 Year","Yes",38748,124,50,0
"Male",24,1,21,1,"< 1 Year","No",43947,152,180,0
"Female",44,1,28,1,"1-2 Year","No",26458,26,117,0
"Female",52,1,35,1,"1-2 Year","No",2630,26,187,0
"Male",46,1,28,0,"1-2 Year","Yes",39807,26,91,1
"Male",24,1,18,1,"< 1 Year","No",29392,152,218,0
"Male",55,1,28,1,"1-2 Year","No",43108,26,254,0
"Male",41,1,38,0,"1-2 Year","Yes",2630,157,46,1
"Male",37,1,41,0,"1-2 Year","No",27122,124,148,0
"Male",24,1,33,1,"< 1 Year","No",36753,152,73,0
"Male",44,1,5,1,"1-2 Year","No",31545,26,251,0
"Male",36,1,30,0,"1-2 Year","Yes",34418,124,155,1
"Male",24,1,8,0,"< 1 Year","Yes",34161,152,170,0
"Male",60,1,28,0,"> 2 Years","Yes",52432,26,37,0
"Male",24,1,21,1,"< 1 Year","No",18741,152,111,0
"Female",21,1,46,1,"< 1 Year","Yes",35074,152,117,0
"Male",25,1,50,0,"< 1 Year","No",36261,152,65,0
"Female",42,1,31,0,"1-2 Year","Yes",2630,163,91,0
"Male",20,1,45,1,"< 1 Year","No",2630,159,290,0
"Male",34,1,38,0,"1-2 Year","Yes",34327,124,85,0
"Male",33,1,27,0,"< 1 Year","Yes",26588,124,232,1
"Male",75,1,30,0,"1-2 Year","Yes",2630,26,84,0
"Male",21,1,30,1,"< 1 Year","No",24247,152,93,0
"Male",35,1,29,0,"1-2 Year","Yes",31029,163,165,0
"Female",29,1,28,0,"< 1 Year","No",20553,152,175,0
"Female",46,1,28,0,"1-2 Year","Yes",32219,26,248,1
"Male",38,1,8,0,"1-2 Year","Yes",38520,124,210,1
"Male",26,1,28,0,"< 1 Year","Yes",38427,26,137,1
"Male",69,1,15,1,"1-2 Year","No",37594,26,49,0
"Female",55,1,46,1,"1-2 Year","No",37047,152,208,0
"Male",56,1,28,0,"1-2 Year","Yes",36729,26,179,1
"Male",40,1,28,0,"1-2 Year","Yes",39487,26,191,0
"Female",42,1,8,0,"1-2 Year","Yes",27750,7,151,1
"Female",51,1,28,0,"1-2 Year","Yes",58308,122,71,1
"Female",36,1,4,0,"1-2 Year","Yes",26168,26,196,1
"Male",42,1,37,0,"1-2 Year","Yes",2630,26,174,1
"Male",31,1,28,0,"< 1 Year","Yes",38517,124,82,1
"Male",31,1,30,1,"< 1 Year","No",36016,152,92,0
"Male",21,1,28,1,"< 1 Year","No",37548,160,187,0
"Male",68,1,28,1,"1-2 Year","No",40584,124,181,0
"Female",65,1,28,1,"1-2 Year","No",47726,26,165,0
"Female",53,1,3,0,"1-2 Year","Yes",33323,26,243,0
"Male",45,1,41,0,"1-2 Year","Yes",21073,155,277,1
"Female",20,1,7,1,"< 1 Year","Yes",2630,157,238,0
"Female",71,1,50,1,"1-2 Year","No",33824,8,283,0
"Female",58,1,28,0,"1-2 Year","Yes",48127,124,79,1
"Female",22,1,49,1,"< 1 Year","No",31552,152,293,0
"Male",74,1,28,0,"> 2 Years","Yes",69485,26,227,1
"Female",20,1,28,0,"< 1 Year","Yes",32539,160,166,1
"Female",38,1,28,0,"1-2 Year","Yes",31470,26,236,1
"Female",45,1,28,0,"> 2 Years","Yes",2630,26,133,1
"Male",39,1,28,0,"1-2 Year","Yes",121321,124,225,0
"Male",24,1,30,0,"< 1 Year","Yes",23115,152,256,1
"Male",71,1,30,0,"1-2 Year","Yes",29495,26,269,1
"Female",21,1,39,0,"< 1 Year","Yes",26810,124,24,1
"Male",39,1,30,0,"1-2 Year","Yes",28393,154,281,1
"Male",51,1,28,0,"> 2 Years","Yes",47692,124,294,1
"Female",23,1,26,1,"< 1 Year","No",37675,152,86,0
"Male",48,1,28,1,"1-2 Year","No",30478,26,242,0
"Male",25,1,50,1,"< 1 Year","No",21754,152,249,0
"Female",40,1,28,0,"1-2 Year","Yes",44134,26,17,0
"Male",53,1,29,1,"1-2 Year","No",19859,124,136,0
"Female",38,1,28,0,"1-2 Year","Yes",36750,124,166,1
"Male",22,1,11,0,"< 1 Year","Yes",29035,152,155,0
"Male",73,1,28,0,"1-2 Year","Yes",41612,26,130,0
"Female",25,1,29,1,"< 1 Year","No",33169,152,173,0
"Female",25,1,11,1,"< 1 Year","No",29651,152,137,0
"Male",49,1,46,0,"1-2 Year","Yes",52486,26,200,1
"Female",59,1,28,0,"1-2 Year","Yes",29861,26,254,0
"Female",23,1,37,1,"< 1 Year","No",18369,152,123,0
"Male",27,1,39,0,"< 1 Year","No",25100,152,129,1
"Female",50,1,28,0,"1-2 Year","Yes",45334,26,23,1
"Male",47,1,18,0,"1-2 Year","Yes",34670,124,103,0
"Male",42,1,41,0,"1-2 Year","Yes",36389,124,68,1
"Male",26,1,28,0,"1-2 Year","No",2630,156,106,0
"Female",47,1,29,1,"1-2 Year","No",34402,26,270,0
"Male",49,1,3,0,"1-2 Year","Yes",2630,124,144,1
"Female",47,1,35,0,"1-2 Year","Yes",33768,154,120,1
"Female",28,1,30,0,"1-2 Year","Yes",28553,124,16,1
"Male",47,1,28,0,"1-2 Year","Yes",34743,124,34,1
"Female",47,1,0,1,"1-2 Year","No",2630,122,165,0
"Male",77,1,37,0,"1-2 Year","No",31485,26,224,0
"Male",54,1,0,0,"> 2 Years","Yes",2630,26,272,1
"Female",28,1,18,1,"< 1 Year","No",34661,152,40,0
"Male",47,1,29,0,"1-2 Year","Yes",48359,29,257,0
"Female",36,1,28,0,"1-2 Year","Yes",2630,26,283,1
"Female",23,1,6,1,"< 1 Year","No",28383,152,24,0
"Male",51,1,28,0,"1-2 Year","Yes",42591,124,137,1
"Male",47,1,28,0,"1-2 Year","Yes",37590,154,28,1
"Male",57,1,46,0,"1-2 Year","Yes",30437,26,253,1
"Male",23,1,46,1,"< 1 Year","No",2630,160,67,0
"Female",37,1,33,1,"1-2 Year","No",29531,152,252,0
"Male",22,1,2,0,"< 1 Year","No",30206,152,227,0
"Male",21,1,30,1,"< 1 Year","No",2630,163,267,0
"Male",50,1,28,0,"1-2 Year","Yes",42550,26,111,1
"Female",33,1,28,0,"< 1 Year","Yes",49862,152,201,0
"Male",48,1,28,0,"1-2 Year","Yes",59671,26,40,1
"Female",41,1,39,0,"1-2 Year","Yes",2630,156,96,1
"Male",60,1,28,0,"1-2 Year","Yes",39294,122,221,1
"Male",23,1,47,1,"< 1 Year","No",23763,152,134,0
"Male",50,1,8,0,"> 2 Years","Yes",45120,25,281,1
"Female",25,1,36,0,"< 1 Year","No",2630,152,261,0
"Female",22,1,28,1,"< 1 Year","No",30491,152,205,0
"Female",23,1,28,0,"< 1 Year","Yes",49837,152,35,0
"Female",51,1,29,1,"1-2 Year","No",2630,124,168,0
"Male",38,1,9,0,"1-2 Year","Yes",39981,26,74,1
"Female",42,1,11,0,"1-2 Year","Yes",31402,26,235,0
"Male",42,1,46,0,"> 2 Years","Yes",21300,26,146,0
"Female",56,1,28,0,"1-2 Year","Yes",37341,26,115,1
"Male",22,1,30,0,"< 1 Year","Yes",31748,124,192,0
"Male",23,1,2,1,"< 1 Year","No",2630,152,279,0
"Male",68,1,28,1,"1-2 Year","No",49857,124,26,0
"Male",32,1,28,0,"1-2 Year","Yes",37201,154,207,1
"Female",24,1,11,1,"< 1 Year","No",25054,152,273,0
"Male",25,1,41,1,"< 1 Year","No",36224,152,212,0
"Male",67,1,17,0,"1-2 Year","Yes",41051,3,97,1
"Male",47,1,25,0,"1-2 Year","Yes",22723,124,187,1
"Male",40,1,28,1,"1-2 Year","No",41331,26,266,0
"Male",22,1,50,1,"< 1 Year","No",49061,152,87,0
"Male",65,1,28,0,"1-2 Year","Yes",75364,124,149,0
"Male",50,1,28,0,"> 2 Years","Yes",55007,26,120,1
"Female",26,1,14,1,"< 1 Year","No",28063,152,221,0
"Male",56,1,33,0,"> 2 Years","Yes",31554,26,138,1
"Male",42,1,28,0,"1-2 Year","Yes",32394,124,230,1
"Male",55,1,29,0,"1-2 Year","Yes",26355,124,182,1
"Female",48,1,28,1,"1-2 Year","Yes",36508,26,248,1
"Male",75,1,9,0,"1-2 Year","Yes",42979,26,10,0
"Female",25,1,46,1,"< 1 Year","No",23556,152,107,0
"Female",23,1,50,1,"< 1 Year","No",46437,152,104,0
"Male",53,1,8,0,"1-2 Year","Yes",29798,26,191,1
"Female",39,1,19,0,"1-2 Year","Yes",2630,157,272,1
"Female",42,1,41,0,"1-2 Year","Yes",2630,157,280,1
"Male",52,1,28,0,"1-2 Year","Yes",36802,26,121,0
"Male",56,1,28,0,"1-2 Year","Yes",31015,124,164,1
"Female",45,1,28,0,"1-2 Year","Yes",39650,154,12,1
"Female",32,1,45,0,"< 1 Year","Yes",2630,156,255,1
"Male",31,1,36,0,"< 1 Year","Yes",29749,152,120,0
"Female",75,1,34,0,"1-2 Year","Yes",30691,154,139,1
"Male",29,1,30,0,"< 1 Year","Yes",35285,26,45,1
"Male",25,1,8,1,"< 1 Year","No",63623,152,73,0
"Male",47,1,11,0,"1-2 Year","Yes",31388,26,40,1
