"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Male",22,1,28,1,"< 1 Year","No",70768,152,20,0
"Male",56,1,28,0,"1-2 Year","Yes",38552,26,103,0
"Female",48,1,36,0,"1-2 Year","No",63232,124,71,0
"Female",22,1,6,0,"< 1 Year","No",2630,160,16,1
"Female",22,1,46,0,"< 1 Year","Yes",47135,152,188,0
"Female",45,1,3,0,"1-2 Year","No",20488,124,272,0
"Female",25,1,47,0,"< 1 Year","No",34333,152,287,0
"Male",44,1,36,0,"1-2 Year","Yes",36240,124,260,0
"Male",34,1,28,1,"1-2 Year","No",42193,124,18,0
"Female",43,1,3,0,"1-2 Year","Yes",32399,124,62,0
"Male",46,1,12,0,"1-2 Year","Yes",27202,26,17,1
"Male",27,1,8,1,"< 1 Year","No",32112,152,191,0
"Male",40,1,28,0,"1-2 Year","Yes",40904,30,280,0
"Female",27,1,28,0,"1-2 Year","No",2630,122,153,0
"Female",36,1,24,0,"1-2 Year","Yes",24568,156,294,1
"Female",24,1,36,1,"< 1 Year","No",33993,152,127,0
"Female",61,1,28,0,"1-2 Year","Yes",45941,124,22,1
"Male",33,1,18,0,"1-2 Year","Yes",2630,124,190,1
"Male",20,1,29,1,"< 1 Year","No",2630,156,292,0
"Female",42,1,33,0,"1-2 Year","Yes",2630,156,23,0
"Male",38,1,35,1,"1-2 Year","No",26353,124,97,0
"Male",69,1,28,0,"> 2 Years","Yes",53678,26,216,0
"Female",63,1,41,0,"1-2 Year","Yes",2630,156,99,0
"Female",49,1,28,0,"1-2 Year","Yes",44997,26,282,0
"Female",23,1,29,0,"< 1 Year","Yes",43533,26,144,0
"Male",42,1,29,0,"1-2 Year","Yes",44235,124,96,1
"Male",27,1,45,1,"< 1 Year","No",27921,152,91,0
"Male",31,1,18,0,"1-2 Year","Yes",39105,124,283,1
"Female",21,1,33,1,"< 1 Year","No",31467,152,68,0
"Male",21,1,7,0,"< 1 Year","Yes",32402,152,186,0
"Male",55,1,34,0,"1-2 Year","Yes",39213,122,141,0
"Female",23,1,11,1,"< 1 Year","No",27932,152,222,0
"Male",24,1,2,1,"< 1 Year","No",37433,152,106,0
"Male",60,1,28,0,"1-2 Year","Yes",51602,124,259,0
"Male",41,1,28,0,"1-2 Year","Yes",37709,124,225,0
"Female",42,1,18,1,"1-2 Year","No",37610,25,256,0
"Male",75,1,28,0,"1-2 Year","Yes",56914,122,270,0
"Female",49,1,28,0,"> 2 Years","Yes",63392,26,23,1
"Female",53,1,28,0,"1-2 Year","Yes",45563,124,282,1
"Male",21,1,46,1,"< 1 Year","No",31416,152,282,0
"Male",49,1,36,0,"1-2 Year","Yes",2630,26,222,0
"Male",40,1,7,0,"1-2 Year","Yes",27393,155,168,0
"Female",23,1,35,0,"< 1 Year","Yes",31662,124,282,1
"Male",46,1,11,0,"1-2 Year","Yes",34257,26,93,1
"Male",49,1,28,0,"1-2 Year","Yes",2630,157,80,1
"Male",77,1,20,0,"1-2 Year","No",2630,26,41,0
"Male",28,1,48,0,"< 1 Year","Yes",2630,160,245,1
"Male",47,1,28,0,"1-2 Year","Yes",34743,124,34,1
"Male",50,1,14,0,"> 2 Years","Yes",2630,157,223,1
"Male",42,1,38,0,"> 2 Years","Yes",2630,124,262,1
"Female",26,1,35,1,"< 1 Year","No",23708,152,67,0
"Male",45,1,29,0,"1-2 Year","Yes",31339,26,251,1
"Male",45,1,6,1,"1-2 Year","No",35149,124,115,0
"Female",58,1,28,1,"1-2 Year","No",31695,3,242,0
"Female",32,1,46,0,"< 1 Year","Yes",2630,26,254,1
"Female",39,1,28,0,"1-2 Year","Yes",30977,124,75,1
"Female",30,1,28,0,"< 1 Year","Yes",28114,124,290,1
"Female",20,1,7,1,"< 1 Year","No",2630,160,41,0
"Male",23,1,7,1,"1-2 Year","No",37511,124,157,0
"Male",48,1,25,0,"1-2 Year","Yes",24925,157,240,1
"Female",34,1,36,1,"1-2 Year","No",27536,152,169,0
"Male",25,1,35,0,"< 1 Year","Yes",34275,152,65,0
"Female",36,1,28,1,"1-2 Year","Yes",2630,156,73,0
"Male",42,1,28,0,"1-2 Year","Yes",25444,124,69,0
"Female",43,1,11,0,"1-2 Year","Yes",43578,26,75,1
"Female",44,1,28,0,"1-2 Year","Yes",34728,122,165,1
"Female",78,1,50,0,"> 2 Years","Yes",59889,26,24,0
"Male",41,1,28,1,"1-2 Year","No",37202,26,258,0
"Female",21,1,30,0,"< 1 Year","Yes",37465,152,149,0
"Male",22,1,8,1,"< 1 Year","No",52003,152,192,0
"Male",32,1,28,0,"1-2 Year","Yes",37732,124,101,1
"Female",68,1,35,0,"1-2 Year","Yes",35197,26,34,1
"Male",75,1,2,0,"1-2 Year","Yes",2630,156,187,1
"Female",36,1,28,0,"1-2 Year","Yes",40112,26,294,1
"Male",49,1,43,0,"1-2 Year","Yes",30580,124,69,0
"Female",31,1,46,0,"< 1 Year","Yes",22615,152,168,1
"Male",47,1,28,0,"1-2 Year","Yes",85040,26,202,1
"Female",21,1,36,1,"< 1 Year","No",39021,160,250,0
"Female",24,1,30,0,"< 1 Year","Yes",29975,152,94,0
"Male",63,1,30,0,"1-2 Year","Yes",2630,42,102,1
"Female",70,1,29,0,"1-2 Year","Yes",45890,122,238,1
"Male",46,1,28,0,"1-2 Year","Yes",47181,124,236,1
"Male",24,1,46,1,"< 1 Year","No",23291,26,64,0
"Male",75,1,9,0,"1-2 Year","Yes",32404,26,248,0
"Male",66,1,9,0,"> 2 Years","Yes",36383,124,157,1
"Male",42,1,3,0,"1-2 Year","Yes",35550,124,137,1
"Female",26,1,6,1,"< 1 Year","No",30869,152,176,0
"Female",36,1,6,0,"1-2 Year","Yes",32245,124,275,0
"Male",23,1,12,1,"< 1 Year","No",28634,152,24,0
"Male",35,1,33,0,"1-2 Year","Yes",33320,124,227,1
"Male",36,1,28,0,"1-2 Year","Yes",34455,31,109,1
"Female",39,1,18,0,"1-2 Year","Yes",2630,124,163,0
"Female",36,1,8,0,"1-2 Year","Yes",33861,124,62,1
"Male",35,1,15,0,"1-2 Year","Yes",32834,124,186,1
"Male",60,1,11,0,"1-2 Year","Yes",45000,124,205,1
"Male",70,1,8,0,"> 2 Years","Yes",2630,156,221,0
"Male",40,1,27,0,"1-2 Year","Yes",2630,124,150,0
"Male",31,1,19,0,"1-2 Year","Yes",43835,163,226,0
"Female",66,1,46,0,"1-2 Year","Yes",24632,26,118,0
"Female",27,1,4,1,"< 1 Year","No",30112,152,153,0
"Female",37,1,35,0,"1-2 Year","Yes",2630,156,254,1
"Male",56,1,28,0,"> 2 Years","Yes",75487,59,156,1
"Male",29,1,8,1,"< 1 Year","No",2630,152,74,0
"Female",40,1,15,0,"1-2 Year","Yes",27461,152,71,0
"Male",69,1,28,0,"1-2 Year","Yes",42668,26,121,1
"Female",59,0,28,1,"1-2 Year","No",31028,13,131,0
"Female",22,1,37,1,"< 1 Year","No",21159,152,237,0
"Male",48,1,11,0,"1-2 Year","Yes",37559,124,134,0
"Male",34,1,28,0,"1-2 Year","Yes",22923,154,39,1
"Male",47,1,31,0,"1-2 Year","Yes",2630,124,183,1
"Female",40,1,28,0,"1-2 Year","Yes",2630,124,82,0
"Male",42,1,28,0,"1-2 Year","Yes",45028,26,91,0
"Male",57,1,17,0,"1-2 Year","Yes",2630,124,204,1
"Female",48,1,28,0,"1-2 Year","Yes",2630,26,294,1
"Male",51,1,8,1,"1-2 Year","No",32263,163,91,0
"Female",74,1,33,0,"1-2 Year","Yes",2630,157,41,1
"Male",74,1,26,1,"1-2 Year","Yes",46198,124,145,0
"Male",38,1,2,0,"1-2 Year","Yes",2630,156,19,0
"Male",26,1,28,0,"1-2 Year","Yes",28124,26,107,1
"Female",29,1,11,0,"< 1 Year","Yes",27602,152,243,1
"Male",45,1,28,0,"1-2 Year","Yes",2630,26,209,1
"Male",43,1,8,0,"1-2 Year","No",24039,26,230,0
"Female",25,1,8,1,"< 1 Year","No",37075,152,97,0
"Male",23,1,22,1,"< 1 Year","No",2630,160,77,0
"Male",52,1,28,0,"1-2 Year","Yes",35928,26,16,0
"Male",55,1,11,0,"1-2 Year","Yes",32880,26,216,1
"Male",27,1,41,0,"< 1 Year","Yes",2630,156,284,0
"Male",29,1,28,0,"1-2 Year","Yes",28194,26,271,1
"Male",71,1,28,0,"1-2 Year","Yes",31384,155,30,1
"Female",24,1,13,1,"< 1 Year","No",41629,152,177,0
"Male",31,1,3,0,"1-2 Year","Yes",30044,26,91,1
"Male",50,1,28,0,"1-2 Year","Yes",28085,124,199,0
"Female",54,1,28,0,"1-2 Year","Yes",29120,26,93,1
"Male",57,1,28,0,"1-2 Year","Yes",63758,26,63,1
"Female",63,1,28,0,"1-2 Year","Yes",32002,154,137,1
"Male",50,1,45,0,"1-2 Year","Yes",2630,157,25,1
"Male",43,1,41,0,"1-2 Year","Yes",34473,124,14,1
"Male",31,1,36,0,"< 1 Year","Yes",32332,152,124,1
"Female",76,1,8,0,"1-2 Year","No",25857,124,28,0
"Male",47,1,33,0,"1-2 Year","Yes",28666,13,228,1
"Male",78,1,8,0,"1-2 Year","Yes",28301,124,195,0
"Male",21,1,17,1,"< 1 Year","No",34288,152,257,0
"Female",76,1,43,0,"1-2 Year","Yes",29663,124,179,0
"Female",60,1,8,1,"1-2 Year","No",36341,124,118,0
"Female",35,1,42,1,"1-2 Year","No",35690,124,284,0
"Male",38,1,28,0,"1-2 Year","Yes",55808,124,185,1
"Male",69,1,28,0,"> 2 Years","Yes",53490,26,201,0
"Male",39,1,46,0,"1-2 Year","Yes",28360,124,174,1
"Female",49,1,28,0,"1-2 Year","Yes",28886,26,272,1
"Male",29,1,8,1,"< 1 Year","No",49355,152,39,0
"Male",31,1,15,0,"< 1 Year","No",38304,152,274,0
"Male",35,1,46,0,"1-2 Year","Yes",34700,124,42,1
"Male",40,1,8,0,"1-2 Year","Yes",21102,26,232,1
"Male",57,1,8,0,"1-2 Year","Yes",40451,26,95,1
"Male",28,1,21,1,"< 1 Year","No",33077,152,251,0
"Female",36,1,28,0,"1-2 Year","Yes",33395,154,280,1
"Female",24,1,41,1,"< 1 Year","No",20735,152,46,0
"Male",28,1,13,1,"< 1 Year","No",26872,152,244,0
"Male",53,1,8,0,"1-2 Year","Yes",45213,26,148,1
"Female",32,1,12,0,"1-2 Year","Yes",64759,155,114,1
"Male",22,1,8,0,"< 1 Year","Yes",56424,160,140,0
"Female",80,1,28,1,"1-2 Year","No",2630,13,32,0
"Female",69,1,28,0,"1-2 Year","Yes",50249,122,181,0
"Female",23,1,8,0,"< 1 Year","Yes",46581,152,44,0
"Male",44,1,8,1,"1-2 Year","No",38180,124,103,0
"Female",25,1,28,1,"< 1 Year","No",37608,152,243,0
"Male",20,1,46,0,"< 1 Year","Yes",32748,156,75,0
"Male",41,1,45,0,"1-2 Year","Yes",28439,124,53,1
"Male",24,1,15,1,"< 1 Year","No",34412,152,165,0
"Female",50,1,11,0,"1-2 Year","Yes",2630,26,36,1
"Male",47,1,12,0,"1-2 Year","Yes",2630,124,28,0
"Female",48,1,3,0,"1-2 Year","Yes",38023,129,26,1
"Male",43,1,6,0,"1-2 Year","Yes",37289,124,265,1
"Female",20,1,32,1,"< 1 Year","No",28795,160,153,0
"Male",59,1,8,0,"1-2 Year","Yes",53453,7,240,1
"Male",36,1,30,0,"1-2 Year","Yes",27873,26,246,1
"Female",30,1,35,1,"< 1 Year","No",24079,152,292,0
"Female",24,1,28,1,"< 1 Year","No",318706,152,42,0
"Male",26,1,33,0,"< 1 Year","No",22867,152,44,0
"Male",70,1,28,0,"1-2 Year","Yes",41969,124,92,1
"Male",35,1,28,0,"1-2 Year","No",35246,156,151,0
"Female",55,1,35,0,"1-2 Year","Yes",2630,10,193,1
"Female",23,1,50,1,"< 1 Year","No",27126,152,190,0
"Female",38,1,28,0,"1-2 Year","Yes",57902,122,34,0
"Male",40,1,47,0,"1-2 Year","Yes",38861,124,26,1
"Male",28,1,13,0,"< 1 Year","Yes",24076,154,183,1
"Female",66,1,28,0,"1-2 Year","No",70604,122,120,1
"Male",45,1,33,0,"1-2 Year","Yes",44924,154,280,1
"Female",28,1,11,1,"< 1 Year","No",31688,152,279,0
"Male",50,1,15,0,"> 2 Years","Yes",25987,124,93,1
"Male",50,1,8,0,"1-2 Year","Yes",38324,156,288,1
"Male",45,1,28,1,"1-2 Year","No",41877,52,222,0
"Female",58,1,21,0,"1-2 Year","Yes",2630,156,214,0
"Female",25,1,28,1,"< 1 Year","No",43359,152,112,0
"Female",52,1,7,0,"1-2 Year","Yes",30380,152,99,0
"Female",36,1,35,0,"1-2 Year","Yes",42774,152,220,0
"Male",37,1,18,0,"1-2 Year","Yes",31397,124,113,1
"Male",54,1,35,0,"1-2 Year","Yes",24111,10,159,0
"Male",76,1,28,0,"1-2 Year","No",40060,13,26,0
"Male",39,1,43,0,"1-2 Year","Yes",31901,26,190,1
"Female",59,1,33,0,"1-2 Year","Yes",35128,26,149,1
"Female",63,1,28,1,"1-2 Year","No",2630,26,104,0
"Male",39,1,8,0,"1-2 Year","No",35956,26,12,1
"Female",44,1,41,0,"1-2 Year","Yes",32074,26,28,1
"Female",55,1,28,0,"1-2 Year","Yes",28235,26,53,1
"Female",35,1,28,0,"> 2 Years","Yes",37648,154,63,1
"Male",39,1,28,0,"1-2 Year","Yes",51217,26,218,0
"Male",73,1,28,1,"1-2 Year","No",41746,26,152,0
"Female",33,1,28,0,"< 1 Year","Yes",37556,122,74,1
"Female",24,1,46,0,"< 1 Year","Yes",21722,152,68,0
"Male",56,1,28,0,"1-2 Year","Yes",31015,124,164,1
"Male",73,1,41,0,"1-2 Year","Yes",49367,12,113,0
"Female",23,1,2,1,"< 1 Year","No",32221,151,254,0
"Male",46,1,50,0,"1-2 Year","Yes",38434,124,164,0
"Male",21,1,8,1,"< 1 Year","No",56716,160,244,0
"Male",36,1,3,0,"1-2 Year","Yes",30499,30,69,0
"Female",21,1,46,0,"< 1 Year","Yes",27915,152,248,0
"Female",69,1,3,0,"1-2 Year","Yes",25467,124,115,1
"Male",58,1,4,0,"1-2 Year","Yes",48568,124,35,0
"Female",45,1,28,0,"1-2 Year","Yes",35204,26,96,1
"Male",26,1,28,1,"< 1 Year","No",36184,152,212,0
"Female",59,1,8,1,"1-2 Year","No",2630,26,195,0
"Female",46,1,46,0,"1-2 Year","Yes",48605,26,187,1
"Female",54,1,24,0,"1-2 Year","Yes",2630,124,11,1
"Female",47,1,28,0,"1-2 Year","Yes",49710,150,92,1
"Male",39,1,15,1,"1-2 Year","No",34073,26,158,0
"Male",42,1,13,0,"1-2 Year","Yes",44800,26,134,1
"Female",21,1,30,1,"< 1 Year","No",27487,160,130,0
"Male",36,1,8,0,"1-2 Year","Yes",29846,26,34,1
"Female",24,1,12,0,"< 1 Year","No",31316,160,42,0
"Male",37,1,7,0,"1-2 Year","Yes",2630,157,284,1
"Female",45,1,50,0,"1-2 Year","Yes",24114,124,111,0
"Male",26,1,28,1,"< 1 Year","No",54522,152,277,0
"Male",25,1,13,1,"< 1 Year","No",28451,152,54,0
"Male",49,1,50,0,"1-2 Year","Yes",42287,124,298,0
"Male",45,1,28,0,"1-2 Year","Yes",30820,26,168,0
"Male",50,1,28,0,"1-2 Year","Yes",52740,26,43,1
"Female",22,1,45,0,"< 1 Year","Yes",2630,26,124,1
"Female",31,1,27,0,"< 1 Year","Yes",2630,160,239,0
"Male",33,1,28,0,"< 1 Year","Yes",65573,122,46,1
"Female",24,1,39,0,"< 1 Year","Yes",34049,152,224,0
"Male",28,1,11,1,"< 1 Year","No",31108,152,60,0
"Female",26,1,11,0,"< 1 Year","Yes",29405,152,121,0
"Male",47,1,7,0,"1-2 Year","Yes",34070,124,244,1
"Male",32,1,7,0,"1-2 Year","Yes",2630,156,84,1
"Male",23,1,16,0,"< 1 Year","Yes",31902,152,134,0
"Male",62,1,11,0,"1-2 Year","Yes",31356,124,27,1
"Male",38,1,28,0,"1-2 Year","Yes",64376,26,205,0
"Male",31,1,23,0,"1-2 Year","Yes",2630,124,92,1
"Male",42,1,28,1,"1-2 Year","No",2630,152,174,0
"Male",28,1,4,1,"< 1 Year","No",2630,160,95,0
"Male",32,1,2,0,"< 1 Year","Yes",38243,152,181,1
"Male",26,1,37,0,"< 1 Year","Yes",48047,26,148,1
"Female",41,1,28,0,"1-2 Year","Yes",26791,122,260,1
"Female",43,1,28,0,"> 2 Years","Yes",30673,30,29,1
"Male",39,1,41,1,"1-2 Year","No",30269,26,255,0
"Male",41,1,28,0,"1-2 Year","Yes",54177,124,173,0
"Female",26,1,37,0,"< 1 Year","Yes",34005,152,155,1
"Male",35,1,13,0,"1-2 Year","Yes",36905,124,267,1
"Male",42,1,28,0,"1-2 Year","Yes",34268,26,23,1
"Male",50,1,15,0,"1-2 Year","Yes",2630,124,203,1
"Male",62,1,6,0,"1-2 Year","Yes",32871,124,30,0
"Female",24,1,4,1,"< 1 Year","No",16265,152,81,0
"Female",32,1,28,0,"1-2 Year","Yes",34553,124,103,1
"Female",24,1,8,1,"< 1 Year","No",42790,151,115,0
"Female",22,1,19,1,"< 1 Year","No",54559,152,87,0
"Male",50,1,41,0,"1-2 Year","Yes",31590,155,60,1
"Male",49,1,3,0,"1-2 Year","Yes",30577,26,291,1
"Male",27,1,46,1,"< 1 Year","No",38737,152,153,0
"Female",24,1,37,1,"< 1 Year","No",38403,152,79,0
"Male",58,1,28,0,"> 2 Years","Yes",54594,122,75,1
"Male",28,1,46,1,"< 1 Year","No",26501,152,14,0
"Male",35,1,37,1,"1-2 Year","No",2630,124,42,1
"Male",42,1,28,0,"1-2 Year","Yes",66365,124,177,1
"Male",39,1,8,0,"1-2 Year","Yes",44492,124,97,1
"Male",23,1,8,1,"< 1 Year","No",26886,152,289,0
"Female",60,1,33,0,"1-2 Year","Yes",31907,124,131,0
"Male",48,1,35,0,"1-2 Year","Yes",41034,124,102,1
"Male",20,1,39,0,"< 1 Year","Yes",2630,160,191,0
"Male",24,1,18,1,"< 1 Year","No",26441,152,52,0
"Female",31,1,18,1,"< 1 Year","No",2630,152,158,0
"Female",43,1,48,0,"1-2 Year","Yes",2630,26,296,0
"Female",53,1,28,0,"1-2 Year","Yes",42047,124,257,0
"Female",46,1,29,0,"1-2 Year","Yes",2630,124,223,1
"Male",25,1,5,1,"< 1 Year","No",29234,152,49,0
"Male",34,1,41,0,"1-2 Year","Yes",2630,163,246,1
"Male",29,1,8,1,"< 1 Year","No",45813,154,232,0
"Male",37,1,32,0,"1-2 Year","Yes",2630,124,113,1
"Male",52,1,28,0,"1-2 Year","Yes",41783,29,282,1
"Female",36,1,28,0,"1-2 Year","Yes",32887,13,144,1
"Female",23,1,30,1,"< 1 Year","No",32507,152,298,0
"Female",51,1,47,0,"1-2 Year","Yes",37353,152,80,0
"Female",56,1,28,0,"> 2 Years","Yes",42757,122,19,0
"Female",20,1,17,1,"< 1 Year","Yes",35584,160,129,0
"Male",20,1,45,0,"< 1 Year","Yes",37622,160,31,0
"Female",28,1,15,1,"< 1 Year","No",24841,152,210,0
"Male",45,1,41,0,"1-2 Year","Yes",30542,109,110,1
"Male",59,1,28,0,"1-2 Year","Yes",2630,124,141,1
"Male",41,1,35,0,"1-2 Year","Yes",53514,124,211,1
"Male",60,1,29,0,"1-2 Year","Yes",29749,124,235,1
"Male",29,1,28,0,"< 1 Year","Yes",30467,26,104,1
"Female",49,1,25,0,"1-2 Year","Yes",2630,163,225,1
"Female",43,1,15,0,"1-2 Year","Yes",35401,154,220,0
"Male",30,1,28,0,"1-2 Year","Yes",2630,122,221,1
"Male",47,1,13,1,"1-2 Year","Yes",24977,124,288,0
"Female",37,1,8,0,"1-2 Year","Yes",26297,124,80,0
"Female",25,1,3,1,"< 1 Year","No",51718,152,10,0
"Male",60,1,37,0,"1-2 Year","Yes",33837,26,278,1
"Male",56,1,8,0,"1-2 Year","Yes",70237,26,104,1
"Male",47,1,41,0,"1-2 Year","Yes",30824,26,94,1
"Male",52,1,8,0,"1-2 Year","Yes",35224,26,267,1
"Female",36,1,46,1,"1-2 Year","No",30016,26,73,0
"Female",25,1,29,1,"< 1 Year","No",27202,152,190,0
"Female",56,1,8,1,"1-2 Year","No",45817,8,93,0
"Male",35,1,28,0,"1-2 Year","Yes",38333,124,265,1
"Male",45,1,1,0,"> 2 Years","Yes",2630,26,264,1
"Male",48,1,33,0,"1-2 Year","Yes",32285,26,38,1
"Female",25,1,4,1,"< 1 Year","No",2630,152,178,0
"Female",24,1,39,0,"< 1 Year","Yes",27930,26,240,0
"Male",24,1,21,1,"< 1 Year","No",2630,160,240,0
"Male",60,1,43,0,"1-2 Year","Yes",33991,26,251,1
"Male",48,1,28,0,"1-2 Year","Yes",24270,163,145,1
"Female",54,1,28,0,"> 2 Years","Yes",27661,26,270,1
"Female",38,1,7,0,"1-2 Year","Yes",2630,124,179,1
"Female",31,1,28,0,"1-2 Year","Yes",35704,124,226,1
"Male",45,1,45,0,"1-2 Year","Yes",25256,26,77,1
"Male",41,1,28,0,"1-2 Year","Yes",21393,26,186,1
"Male",39,1,41,0,"1-2 Year","Yes",46313,124,31,1
"Male",46,1,29,0,"1-2 Year","Yes",29194,26,238,1
"Female",21,1,30,1,"< 1 Year","No",32264,152,254,0
"Male",75,1,3,1,"1-2 Year","No",20067,26,66,0
"Male",28,1,41,0,"1-2 Year","Yes",25871,157,68,0
"Male",22,1,28,0,"< 1 Year","Yes",39692,152,258,1
"Female",43,1,28,0,"1-2 Year","Yes",21976,26,49,1
"Male",39,1,36,0,"1-2 Year","Yes",30670,124,283,1
"Male",21,1,17,0,"< 1 Year","Yes",54915,152,37,0
"Male",21,1,35,0,"< 1 Year","Yes",23598,160,277,0
"Male",47,1,28,0,"1-2 Year","Yes",54286,26,218,0
"Female",22,1,5,1,"< 1 Year","Yes",29641,152,72,0
"Female",37,1,8,0,"1-2 Year","Yes",20312,26,293,1
"Female",32,1,11,1,"< 1 Year","No",30884,152,61,0
"Female",47,1,28,0,"1-2 Year","Yes",54565,26,24,1
"Male",21,1,15,0,"< 1 Year","Yes",29021,152,232,0
"Male",41,1,8,0,"1-2 Year","Yes",46932,124,36,1
"Female",34,1,28,0,"1-2 Year","Yes",28293,26,246,1
"Male",55,1,28,0,"1-2 Year","Yes",39488,26,198,1
"Female",37,1,28,0,"1-2 Year","Yes",47460,26,108,1
"Male",43,1,8,0,"1-2 Year","Yes",34688,154,34,1
"Male",31,1,30,1,"< 1 Year","No",26024,152,293,0
"Female",47,1,28,0,"1-2 Year","Yes",41391,124,192,1
"Male",63,1,28,0,"1-2 Year","Yes",57889,124,86,1
"Female",54,1,39,0,"1-2 Year","Yes",33604,124,200,1
"Female",31,1,6,0,"1-2 Year","Yes",16392,163,85,0
"Female",39,1,18,0,"1-2 Year","Yes",27178,29,241,1
"Female",67,1,28,0,"1-2 Year","Yes",26582,124,22,1
"Female",22,1,8,0,"< 1 Year","Yes",34702,152,231,0
"Male",73,1,23,0,"1-2 Year","Yes",2630,156,143,0
"Female",39,1,46,0,"1-2 Year","Yes",2630,11,173,1
"Male",27,1,37,0,"< 1 Year","Yes",25878,152,107,1
"Male",41,1,36,0,"1-2 Year","Yes",28502,124,87,0
"Male",33,1,23,0,"< 1 Year","Yes",2630,152,217,1
"Male",62,1,28,0,"1-2 Year","Yes",52758,26,170,0
"Male",25,1,8,1,"< 1 Year","No",46623,152,296,0
"Male",22,1,8,1,"< 1 Year","No",25753,152,291,0
"Female",53,1,18,0,"1-2 Year","Yes",31653,26,161,1
"Female",24,1,13,0,"< 1 Year","Yes",25856,26,87,1
"Female",35,1,28,0,"1-2 Year","Yes",31815,152,212,1
"Female",49,1,33,0,"1-2 Year","Yes",27549,124,258,0
"Male",38,1,28,0,"1-2 Year","Yes",2630,124,277,0
"Male",47,1,50,0,"1-2 Year","Yes",24880,124,23,1
"Male",24,1,29,1,"< 1 Year","No",32162,152,145,0
"Male",49,1,4,1,"1-2 Year","No",35019,46,66,0
"Male",47,1,39,0,"1-2 Year","Yes",40208,124,275,0
"Male",44,1,28,1,"1-2 Year","No",46013,124,208,0
"Female",39,1,13,0,"1-2 Year","Yes",29489,124,132,1
"Male",43,1,46,0,"1-2 Year","Yes",28057,124,271,1
"Female",67,1,45,1,"1-2 Year","Yes",2630,124,33,0
"Male",38,1,28,0,"1-2 Year","Yes",41941,124,48,1
"Female",20,1,3,1,"< 1 Year","No",2630,160,89,0
"Male",52,1,2,0,"> 2 Years","Yes",36538,163,266,1
"Female",46,1,28,0,"1-2 Year","Yes",26072,122,23,1
"Male",53,1,8,0,"1-2 Year","Yes",121601,124,22,1
"Female",36,1,46,1,"1-2 Year","No",35389,124,293,0
"Female",21,1,28,0,"< 1 Year","Yes",41268,124,264,1
"Male",21,1,15,1,"< 1 Year","Yes",33068,160,34,0
"Female",21,1,3,0,"< 1 Year","Yes",30506,160,113,0
"Male",50,1,28,0,"1-2 Year","Yes",43263,124,66,1
"Male",50,1,41,1,"1-2 Year","No",41806,26,42,0
"Female",34,1,50,0,"1-2 Year","Yes",32083,26,246,1
"Female",27,1,11,1,"< 1 Year","No",31163,152,102,0
"Male",23,1,46,1,"< 1 Year","No",29501,160,74,0
"Female",49,1,28,0,"> 2 Years","Yes",26535,26,223,1
"Female",71,1,50,0,"1-2 Year","Yes",30766,124,226,0
"Male",42,1,28,1,"1-2 Year","No",24432,26,263,0
"Female",24,1,37,1,"< 1 Year","Yes",41470,152,168,0
"Male",21,1,39,1,"< 1 Year","No",32860,160,299,0
"Male",52,1,29,0,"1-2 Year","Yes",31853,124,262,1
"Male",40,1,46,0,"1-2 Year","Yes",33768,124,97,1
"Male",22,1,8,0,"< 1 Year","Yes",39779,152,204,0
"Female",29,1,45,1,"< 1 Year","No",2630,152,155,0
"Female",45,1,8,0,"1-2 Year","Yes",28979,124,169,0
"Male",47,1,25,0,"1-2 Year","Yes",29002,124,152,1
"Male",49,1,20,0,"1-2 Year","Yes",2630,124,15,1
"Male",40,1,28,0,"1-2 Year","Yes",64641,122,145,1
"Male",64,1,3,0,"1-2 Year","No",28820,124,106,0
"Male",35,1,38,0,"1-2 Year","Yes",2630,122,42,1
"Male",38,1,8,1,"1-2 Year","No",38641,124,254,0
"Female",24,1,28,0,"1-2 Year","Yes",39337,124,282,1
"Male",48,1,15,0,"1-2 Year","Yes",36042,14,74,1
"Male",52,1,11,0,"1-2 Year","Yes",38474,124,291,0
"Female",21,1,25,0,"< 1 Year","Yes",22845,160,102,0
"Male",29,1,8,0,"< 1 Year","Yes",31332,26,276,1
"Female",67,1,8,1,"1-2 Year","No",57586,26,200,0
"Female",25,1,21,1,"< 1 Year","No",29534,152,273,0
"Female",27,1,15,0,"< 1 Year","Yes",2630,160,37,1
"Male",54,1,33,0,"> 2 Years","Yes",2630,26,104,1
"Female",34,1,43,0,"1-2 Year","Yes",24461,124,277,1
"Male",41,1,14,0,"1-2 Year","Yes",2630,163,236,1
"Male",43,1,28,1,"1-2 Year","No",41390,26,26,0
"Male",44,1,19,0,"1-2 Year","Yes",29000,124,217,1
"Male",44,1,28,0,"1-2 Year","No",36891,124,290,0
"Female",45,1,28,0,"> 2 Years","Yes",33834,26,276,1
"Female",23,1,35,1,"< 1 Year","No",30011,152,125,0
"Male",22,1,11,0,"1-2 Year","Yes",2630,26,38,1
"Male",38,1,28,1,"1-2 Year","No",61779,26,208,0
"Female",73,1,35,0,"1-2 Year","Yes",25818,124,244,0
"Male",56,1,28,0,"> 2 Years","Yes",48943,13,153,1
"Female",37,1,41,1,"1-2 Year","No",23462,152,193,0
"Male",64,1,28,0,"1-2 Year","Yes",46473,116,141,1
